Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
2.81E+14,devendra_s86,These ads ran without a disclaimer,?100,1
2.01E+14,pm Kusum Yojana,These ads ran without a disclaimer,?100,1
3.76E+14,DentCare,These ads ran without a disclaimer,?100,1
1.70E+14,Nexus Select Trust,These ads ran without a disclaimer,?100,1
1.10E+14,Ajit Prasad Mahata,These ads ran without a disclaimer,?100,1
1.08E+14,Haris&Co. Academy,These ads ran without a disclaimer,?100,1
1.11E+14,Baliram Rai,Baliram Rai,?100,1
1.02E+14,????? ????,These ads ran without a disclaimer,?100,1
1.36E+14,Sivan Electricals,These ads ran without a disclaimer,?100,1
2.73E+14,???????????? ????? ????? online apply,These ads ran without a disclaimer,?100,1
1.78E+14,Kailash Bhardwaj K,These ads ran without a disclaimer,?100,1
1.90E+14,Anil,These ads ran without a disclaimer,?100,2
1.64E+14,???? ????? ??????????,These ads ran without a disclaimer,?100,1
2.59E+14,riyaltobelieve,These ads ran without a disclaimer,?100,2
4.21E+14,Orange Physio Care,These ads ran without a disclaimer,?100,1
1.32E+14,ksgkpoint123,These ads ran without a disclaimer,?100,1
2.76E+14,Aveon Cafe,These ads ran without a disclaimer,?100,1
2.44E+14,Master Saikannish,These ads ran without a disclaimer,?100,1
1.11E+14,Celebrania Studios,These ads ran without a disclaimer,?100,1
1.13E+14,Javed Simnani BSP,These ads ran without a disclaimer,?100,3
2.59E+14,pure_sanatani__78,These ads ran without a disclaimer,?100,1
1.07E+14,Speed Infra Developers,These ads ran without a disclaimer,?100,1
1.24E+15,ISHWAR SINGH,These ads ran without a disclaimer,?100,1
1.09E+14,Poll Bazar,These ads ran without a disclaimer,?100,1
1.28E+14,Career Launcher - Chandigarh & Patiala,These ads ran without a disclaimer,?100,1
1.01E+14,Charanjeev Malhotra,These ads ran without a disclaimer,?100,1
3.04E+14,K S Guru,These ads ran without a disclaimer,?100,2
1.90E+15,Chiru Amar,These ads ran without a disclaimer,?100,1
1.07E+14,Mathom Dot In,These ads ran without a disclaimer,?100,1
1.00E+14,abCoffee India,These ads ran without a disclaimer,?100,1
1.00E+14,Shekh Riyaj,These ads ran without a disclaimer,?100,1
1.12E+14,drvishwa.patel,These ads ran without a disclaimer,?100,1
1.02E+14,Amirul Islam,These ads ran without a disclaimer,?100,1
2.74E+14,?? ?????,These ads ran without a disclaimer,?100,1
1.03E+14,surendra.fighter.official,These ads ran without a disclaimer,?100,1
2.20E+14,old coin company,These ads ran without a disclaimer,?100,1
1.03E+14,art_of_creation3,These ads ran without a disclaimer,?100,2
1.07E+14,Sudeep Jain,These ads ran without a disclaimer,?100,1
2.50E+14,Golu Shukla,These ads ran without a disclaimer,?100,1
2.22E+14,Adv Prafull Pashte,These ads ran without a disclaimer,?100,1
1.98E+14,Adivasi Neelambari Hair Growth Oil.,These ads ran without a disclaimer,?100,2
2.71E+14,Aadivasi Herbal Hair Oil,These ads ran without a disclaimer,?100,1
4.04E+14,Sajan Shah,These ads ran without a disclaimer,?100,1
2.72E+14,old coin company Sahi process contact buyer call me 8890273160,These ads ran without a disclaimer,?100,1
1.00E+14,News Online,These ads ran without a disclaimer,?100,1
3.35E+14,old coin company Sahi Process,These ads ran without a disclaimer,?100,1
1.13E+14,Sindhudurg DCC Bank,These ads ran without a disclaimer,?100,1
5.66E+14,Deep Voice Zone,These ads ran without a disclaimer,?100,1
1.11E+14,Hapinuscare India,These ads ran without a disclaimer,?100,1
1.11E+14,abhishek_vi,These ads ran without a disclaimer,?100,1
1.17E+14,"Sanjog, India",These ads ran without a disclaimer,?100,1
2.80E+14,old coins sale bayar contact number 9991892448,These ads ran without a disclaimer,?100,1
1.08E+14,Professor Sikandar Kumar Fan's Club,These ads ran without a disclaimer,?100,2
1.14E+14,Sivasamy Siva Nadi Astrology,These ads ran without a disclaimer,?100,1
2.37E+14,Rahul Pushpa Manikrao Thakare,These ads ran without a disclaimer,?100,2
3.16E+14,Alankrita SOLAR POWER,These ads ran without a disclaimer,?100,1
1.43E+15,Biryani By Kilo,These ads ran without a disclaimer,?100,1
3.46E+14,Cancer Frontier,These ads ran without a disclaimer,?100,1
1.03E+14,Dr.Gopal Bachhire,These ads ran without a disclaimer,?100,1
1.08E+14,Home Tuition Bureau,These ads ran without a disclaimer,?100,1
3.20E+14,Indicishaan,These ads ran without a disclaimer,?100,1
6.44E+14,Adv.Uma Shanker Sharma,Adv.Uma Shanker Sharma,?100,1
2.46E+14,shahrukh_baghbaan,These ads ran without a disclaimer,?100,1
2.00E+15,Dr. Shweta Kaul Jha - Care Women Center Niramay,These ads ran without a disclaimer,?100,1
2.36E+14,gopiarmypkl,These ads ran without a disclaimer,?100,1
2.80E+14,??????? ???????????? ????? ???????? ????,These ads ran without a disclaimer,?100,1
1.04E+14,Aayush Hospital,These ads ran without a disclaimer,?100,1
1.69E+15,Adv Nivedida Subramanian,MCS Digital Marketing,?100,1
3.28E+14,?? ???? ??????????,These ads ran without a disclaimer,?100,1
1.07E+14,???? ????????? ????,These ads ran without a disclaimer,?100,1
1.10E+14,Dainik Hindustan Mail,These ads ran without a disclaimer,?100,1
1.03E+14,KotaruAgain2024,These ads ran without a disclaimer,?100,2
3.33E+14,cmr.yuvasena,These ads ran without a disclaimer,?100,1
2.99E+14,Sri Dingaleshwara Swamiji,These ads ran without a disclaimer,?100,1
2.12E+14,Goatalks,These ads ran without a disclaimer,?100,2
6.66E+14,??.?????????? ???????? ??.?????,These ads ran without a disclaimer,?100,1
5.37E+14,Sanjay Singh Bablu WFI,These ads ran without a disclaimer,?100,2
2.54E+14,Digital Talks,These ads ran without a disclaimer,?100,1
1.14E+14,kumar_sasane_18,These ads ran without a disclaimer,?100,3
2.99E+14,RJ VEER,These ads ran without a disclaimer,?100,1
2.87E+14,The AI Block,These ads ran without a disclaimer,?100,1
2.20E+14,????? ?????? ????? ??????,These ads ran without a disclaimer,?100,1
1.00E+14,shwetayadav_bjp,These ads ran without a disclaimer,?100,2
2.94E+14,The Digital Chronicle,These ads ran without a disclaimer,?100,1
2.91E+14,PKK Enterprises,These ads ran without a disclaimer,?100,1
1.01E+14,Choukidar SenthilKumar P Perumbavoor,These ads ran without a disclaimer,?100,1
1.09E+14,Alane Cabral,These ads ran without a disclaimer,?100,1
2.95E+14,sheikh hamdan Royal family,These ads ran without a disclaimer,?100,1
1.17E+14,once_again_bvk,These ads ran without a disclaimer,?100,1
2.32E+15,Sreenu Kavali,These ads ran without a disclaimer,?100,1
1.03E+14,acharya_prashant_ap,These ads ran without a disclaimer,?100,1
1.16E+14,Ajay Yadav,These ads ran without a disclaimer,?100,1
2.51E+14,Best Solar Rooftop,These ads ran without a disclaimer,?100,1
2.77E+14,Train Ambulance Service,These ads ran without a disclaimer,?100,2
2.19E+14,Indian astrologer,These ads ran without a disclaimer,?100,1
1.13E+14,Inc holenarasipura,These ads ran without a disclaimer,?100,1
1.05E+14,Piles Clinic - ???? ??? ?????? ???????,These ads ran without a disclaimer,?100,2
59111469232,Waheed Ur Rehman Para,These ads ran without a disclaimer,?100,1
1.01E+14,Abhilash M,These ads ran without a disclaimer,?100,1
3.09E+14,old coin company sahi process contact buyer call me.9352099694,These ads ran without a disclaimer,?100,1
1.06E+14,Tilak Raj Sharmma,These ads ran without a disclaimer,?100,1
2.98E+14,Star Of India Award,These ads ran without a disclaimer,?100,1
1.10E+14,Hydliner Hyd,These ads ran without a disclaimer,?100,1
4.69E+14,BIMS,These ads ran without a disclaimer,?100,1
1.06E+14,Hari Shanker Bohara,These ads ran without a disclaimer,?100,1
1.12E+14,Talwinder Singh Singh,These ads ran without a disclaimer,?100,1
1.11E+14,Sangita Mali,These ads ran without a disclaimer,?100,1
1.01E+14,Vineet Gautam,These ads ran without a disclaimer,?100,2
1.71E+14,Hivision Developers,These ads ran without a disclaimer,?100,1
2.14E+14,Jugansu Sekhar Panda,These ads ran without a disclaimer,?100,1
2.43E+14,Yfi India Khabrnama,These ads ran without a disclaimer,?100,1
1.03E+14,i_harmansekhon,These ads ran without a disclaimer,?100,1
3.08E+14,?????? ??????? online apply,These ads ran without a disclaimer,?100,1
1.32E+14,HB Dastak,These ads ran without a disclaimer,?100,2
1.35E+14,KhabarX,These ads ran without a disclaimer,?100,1
3.12E+14,Core energy,These ads ran without a disclaimer,?100,1
1.11E+14,NaCl Restaurant,These ads ran without a disclaimer,?100,2
1.02E+14,Punia Tower Sangrur,These ads ran without a disclaimer,?100,1
1.16E+15,Adarsh Career Institute,These ads ran without a disclaimer,?100,1
1.08E+14,Digital Jain Pathshala,These ads ran without a disclaimer,?100,1
3.05E+14,pm ?????? ???????,These ads ran without a disclaimer,?100,1
2.46E+14,coin company Sahi process coin buyer call me 9358374995,These ads ran without a disclaimer,?100,1
4.19E+14,Business Insider India,These ads ran without a disclaimer,?100,11
1.03E+14,Adv Abhay Kashyap,These ads ran without a disclaimer,?100,2
1.04E+14,??? ????,These ads ran without a disclaimer,?100,3
1.01E+14,Udyami India,These ads ran without a disclaimer,?100,1
1.03E+14,ranbir.singh.1984,These ads ran without a disclaimer,?100,1
3.04E+14,The Toy India Project,These ads ran without a disclaimer,?100,1
1.92E+15,YellowChips.in,These ads ran without a disclaimer,?100,1
1.12E+14,????? ????,These ads ran without a disclaimer,?100,2
2.18E+14,krishnavarjun,These ads ran without a disclaimer,?100,1
1.34E+14,rahul_pushpa_manikrao_thakare,These ads ran without a disclaimer,?100,3
1.06E+14,Mohnish Bhatkar,These ads ran without a disclaimer,?100,1
4.33E+14,Galibe Vishal Vanjari,These ads ran without a disclaimer,?100,1
1.01E+14,sunshine solar enterprise,These ads ran without a disclaimer,?100,1
7.33E+14,Powertrac Group,These ads ran without a disclaimer,?100,1
1.01E+14,MY PAGE,These ads ran without a disclaimer,?100,1
1.04E+14,Nizam Ansari,These ads ran without a disclaimer,?100,1
3.31E+14,Vishalpathekar,These ads ran without a disclaimer,?100,1
2.97E+14,Guess the Hindu god 2,These ads ran without a disclaimer,?100,1
1.02E+14,Niranjan Kumar Sinha,These ads ran without a disclaimer,?100,1
1.01E+14,chennaiindianravi,These ads ran without a disclaimer,?100,1
2.17E+14,vamsi_bhargavreddy,These ads ran without a disclaimer,?100,1
1.37E+14,spuppetfilms,These ads ran without a disclaimer,?100,1
2.72E+14,Siddharth Deore,These ads ran without a disclaimer,?100,1
1.01E+14,NIC Ice Creams,These ads ran without a disclaimer,?100,1
1.06E+14,NewsWorld24India,These ads ran without a disclaimer,?100,1
4.08E+14,?????? ????? - Bajrang Sonwane,These ads ran without a disclaimer,?100,1
1.04E+14,CompetitionPedia,These ads ran without a disclaimer,?100,1
2.70E+14,"Kasiga School, Dehradun",These ads ran without a disclaimer,?100,2
1.48E+14,Wanshika Hospitals,These ads ran without a disclaimer,?100,1
1.10E+14,"Ssd traders b1 ground floor, laxmi vishnu market gheekanta amd",These ads ran without a disclaimer,?100,1
1.68E+14,Livewire Hopecollege Coimbatore,These ads ran without a disclaimer,?100,1
3.14E+14,???? ???? ?????,These ads ran without a disclaimer,?100,1
2.44E+14,J&K Apni Party Charari Sharief Constituency,These ads ran without a disclaimer,?100,2
1.07E+14,Ragini's Green World,These ads ran without a disclaimer,?100,1
1.14E+15,Manish Shukla,Manish Shukla,?100,1
3.38E+14,old coin company Hyderabad head branch,These ads ran without a disclaimer,?100,1
1.04E+14,360 Radio,These ads ran without a disclaimer,?100,1
1.02E+14,Emirates Loves India,These ads ran without a disclaimer,?100,1
2.24E+14,Vip Visa Services,These ads ran without a disclaimer,?100,1
1.00E+14,Shanoj Aboobacker,These ads ran without a disclaimer,?100,1
1.06E+14,alrhalalhilali,These ads ran without a disclaimer,?100,1
1.00E+14,first_green_draw,These ads ran without a disclaimer,?100,1
1.02E+14,srishtti_hair_oil,These ads ran without a disclaimer,?100,1
1.81E+14,??? ???? ???? ??? ??,These ads ran without a disclaimer,?100,1
1.63E+15,Spearhead International,These ads ran without a disclaimer,?100,4
2.45E+15,Sufiyan Maniyar,These ads ran without a disclaimer,?100,1
3.05E+14,"sowmyaraju CSC, Online Services, Marriage Certificates",These ads ran without a disclaimer,?100,1
2.32E+15,Doshor Publications,These ads ran without a disclaimer,?100,1
9.56E+14,Umbria Excellencies - Eccellenze Umbre,These ads ran without a disclaimer,?100,1
1.01E+14,sastika_rajendran,These ads ran without a disclaimer,?100,1
1.63E+15,With OC,These ads ran without a disclaimer,?100,1
1.03E+14,?????????? ?????,These ads ran without a disclaimer,?100,1
2.60E+14,rudraswami_yuva_manch_77,These ads ran without a disclaimer,?100,1
1.15E+14,Arun Kumar,These ads ran without a disclaimer,?100,1
1.05E+14,satta_matta_ka,These ads ran without a disclaimer,?100,1
2.51E+14,Newblacks,These ads ran without a disclaimer,?100,1
1.02E+14,Nirmala_sml_isuzu,These ads ran without a disclaimer,?100,1
1.17E+14,Kakade Fantasy Prediction,These ads ran without a disclaimer,?100,1
1.02E+14,mp_mayur_pagar21,These ads ran without a disclaimer,?100,1
1.02E+14,Arise Arcade,These ads ran without a disclaimer,?100,1
1.05E+14,Bidesh Das,These ads ran without a disclaimer,?100,3
2.94E+14,Adivasi herbal hair oil,These ads ran without a disclaimer,?100,1
1.17E+14,Suraj Sawariya ITI Amnour Saran mobil no.7367073962,These ads ran without a disclaimer,?100,1
1.03E+14,when.sadaf.met.art,These ads ran without a disclaimer,?100,1
2.25E+14,Manoj George,These ads ran without a disclaimer,?100,1
1.01E+14,trystickerofficial,These ads ran without a disclaimer,?100,1
2.27E+14,English.Partner,These ads ran without a disclaimer,?100,1
1.06E+14,Mehar Singh Nirwan,These ads ran without a disclaimer,?100,1
2.91E+14,Talk Punjab ??? ????? ??,These ads ran without a disclaimer,?100,1
1.64E+15,Civil Engineering IIT,These ads ran without a disclaimer,?100,1
2.45E+14,?????? ????? ????,These ads ran without a disclaimer,?100,2
1.51E+14,Tata Power - DDL,These ads ran without a disclaimer,?100,1
1.18E+14,Ranjeet Yadav,These ads ran without a disclaimer,?100,1
1.11E+14,akritiasija_,These ads ran without a disclaimer,?100,1
1.05E+14,????? ??????? ???? ????? ????,These ads ran without a disclaimer,?100,1
1.09E+14,Happy FinServ,These ads ran without a disclaimer,?100,1
1.09E+14,Ranka Public School,These ads ran without a disclaimer,?100,2
3.16E+14,Apna Samastipur,These ads ran without a disclaimer,?100,1
1.14E+14,??????????? ????? ??????,These ads ran without a disclaimer,?100,1
1.05E+14,Hakeem Hotel- The Originals,These ads ran without a disclaimer,?100,1
2.38E+14,Global Study,These ads ran without a disclaimer,?100,1
1.04E+14,Bert-Ola Bergstrand,These ads ran without a disclaimer,?100,1
1.54E+15,Dr. Yusuf Abdul-Jobbar,These ads ran without a disclaimer,?100,1
1.12E+14,Asas led lights,These ads ran without a disclaimer,?100,1
1.35E+14,Shiv Swami,These ads ran without a disclaimer,?100,1
1.06E+14,Jaiswal Honda,These ads ran without a disclaimer,?100,1
2.63E+14,Pon Radhakrishnan,These ads ran without a disclaimer,?100,1
2.65E+14,onpointwithsubhomoy,These ads ran without a disclaimer,?100,1
1.06E+14,Abhi Prajapati,These ads ran without a disclaimer,?100,1
1.21E+14,multibagger_stockpicks,These ads ran without a disclaimer,?100,1
2.44E+14,Kicksports.in,These ads ran without a disclaimer,?100,1
1.31E+14,nivedika_ydv,These ads ran without a disclaimer,?100,1
1.47E+15,Gudivada TDP,These ads ran without a disclaimer,?100,1
1.01E+14,Dev dadma,These ads ran without a disclaimer,?100,1
2.04E+14,old coin company,These ads ran without a disclaimer,?100,1
2.16E+14,Oxygen The Digital Expert,These ads ran without a disclaimer,?100,1
1.01E+14,stock_magnetwithsumit,These ads ran without a disclaimer,?100,1
2.14E+15,Asha Shinde - ??.??? ?????????? ?????,These ads ran without a disclaimer,?100,1
2.88E+14,Mastan Vali Guntur,These ads ran without a disclaimer,?100,2
3.21E+14,Lodhi Anmol,These ads ran without a disclaimer,?100,1
1.04E+14,raj_rajesh_pictures,These ads ran without a disclaimer,?100,1
3.22E+14,Ashutosh Kumar Rai,These ads ran without a disclaimer,?100,2
2.55E+14,Mukesh Tandi sarpanch Pundlota,These ads ran without a disclaimer,?100,1
2.07E+14,malikaawig17,These ads ran without a disclaimer,?100,1
1.51E+14,Bjp Sanjiv Goyal,These ads ran without a disclaimer,?100,1
1.68E+15,Gurveen Singh,These ads ran without a disclaimer,?100,1
6.98E+14,ACKO,These ads ran without a disclaimer,?100,1
1.22E+17,Sikky Jha,These ads ran without a disclaimer,?100,1
1.02E+14,Cultural Linyi,These ads ran without a disclaimer,?100,1
1.12E+14,StockAcademy616,These ads ran without a disclaimer,?100,1
1.07E+14,Tata Structura,These ads ran without a disclaimer,?100,1
1.67E+14,Sandeep Vora,These ads ran without a disclaimer,?100,1
1.17E+14,"Srinidhi Dental Hospital, Vijayawada",These ads ran without a disclaimer,?100,1
1.09E+14,Urapakkam Lion P Karthik,These ads ran without a disclaimer,?100,1
1.01E+14,Vera Level Business,These ads ran without a disclaimer,?100,1
1.03E+14,bharatengineering8459,These ads ran without a disclaimer,?100,1
1.58E+14,chandrashekar.chetla.9,These ads ran without a disclaimer,?100,1
1.02E+14,Meet Tibet,These ads ran without a disclaimer,?100,1
1.02E+14,Sikander Kumar,These ads ran without a disclaimer,?100,2
1.05E+14,Pranit Morey,These ads ran without a disclaimer,?100,1
1.03E+14,gajender.drall,These ads ran without a disclaimer,?100,2
1.04E+14,Sikkim ko aawaz,These ads ran without a disclaimer,?100,1
1.79E+14,Chandrakantha Developers,These ads ran without a disclaimer,?100,2
1.83E+14,Sant Pravar Shri Vigyandeo Ji Maharaj,These ads ran without a disclaimer,?100,2
1.06E+15,Shiva Shetty,These ads ran without a disclaimer,?100,1
2.47E+14,sirinivas_telugu_mudhiraj,These ads ran without a disclaimer,?100,1
4.73E+14,Quest Group Of Institutions,These ads ran without a disclaimer,?100,3
3.15E+14,ravindra_singh_bhati8_9,These ads ran without a disclaimer,?100,1
1.81E+15,Vardhan Kamma,These ads ran without a disclaimer,?100,1
1.01E+14,Peter Smith,These ads ran without a disclaimer,?100,1
1.67E+14,Kavita G,These ads ran without a disclaimer,?100,2
1.10E+14,Focus Balasore,These ads ran without a disclaimer,?100,1
1.12E+14,????????? ????,These ads ran without a disclaimer,?100,1
3.26E+14,risi.ngfromhell,These ads ran without a disclaimer,?100,1
2.14E+14,zain202472,These ads ran without a disclaimer,?100,1
2.74E+14,KID.fit.rehab,These ads ran without a disclaimer,?100,1
4.90E+14,Enduku Ivannii,These ads ran without a disclaimer,?100,1
2.51E+14,Maria Oliveira,These ads ran without a disclaimer,?100,7
1.02E+14,?????????????? ??????????????,These ads ran without a disclaimer,?100,1
1.08E+14,Harpreet Singh,These ads ran without a disclaimer,?100,2
1.18E+14,UttaraKarnataka Janashakti Sena,These ads ran without a disclaimer,?100,1
1.90E+14,Astro Holicc,These ads ran without a disclaimer,?100,3
1.03E+14,Akula Anjan,These ads ran without a disclaimer,?100,1
3.91E+14,Socialforaction,These ads ran without a disclaimer,?100,1
1.08E+14,Peter-Nieys Nkome,These ads ran without a disclaimer,?100,1
1.11E+14,Adnan Ansari,These ads ran without a disclaimer,?100,1
3.92E+14,Dr.Debasmita Sharma,These ads ran without a disclaimer,?100,3
1.13E+15,Park Plus,These ads ran without a disclaimer,?100,1
1.04E+14,Spacetownwenchang,These ads ran without a disclaimer,?100,1
1.04E+14,When The Gifts,These ads ran without a disclaimer,?100,3
1.94E+14,Modern Microphone,These ads ran without a disclaimer,?100,1
2.97E+14,voice_of_dhenkanal2024,These ads ran without a disclaimer,?100,2
1.43E+14,romandas.pakhawaj,These ads ran without a disclaimer,?100,1
6.36E+14,The Plastics Export Promotion Council - Plexconcil,These ads ran without a disclaimer,?100,1
1.19E+14,??????? ??????? ??????,These ads ran without a disclaimer,?100,1
1.03E+14,Rohit Bsp Punjab,These ads ran without a disclaimer,?100,2
1.90E+14,Saltlake Sanskritik Sansad,These ads ran without a disclaimer,?100,1
3.85E+14,?????? with ?????? ????????,These ads ran without a disclaimer,?100,1
1.20E+14,Mp Singh,These ads ran without a disclaimer,?100,1
8.13E+14,Praakritik,These ads ran without a disclaimer,?100,2
2.80E+14,MERCH GEMS,These ads ran without a disclaimer,?100,1
2.66E+14,homework job pen pencil packing saving 30000 advance ?15000,These ads ran without a disclaimer,?100,1
1.10E+14,???????? ???? ?????,These ads ran without a disclaimer,?100,1
1.18E+15,Zayed The Inspirer,These ads ran without a disclaimer,?100,1
3.10E+14,old Coins,These ads ran without a disclaimer,?100,2
2.99E+14,Sky Rover Immigration Consultant,These ads ran without a disclaimer,?100,1
1.78E+14,Narendra Velu,These ads ran without a disclaimer,?100,2
1.10E+14,pandit_sanjaymaharaj_mp,These ads ran without a disclaimer,?100,1
2.32E+14,tanziaaa79,These ads ran without a disclaimer,?100,1
3.04E+14,Avinash Yadav,These ads ran without a disclaimer,?100,1
1.32E+15,Urdu Ghar ???? ???,These ads ran without a disclaimer,?100,1
1.05E+14,Sudhanva Sunnu,These ads ran without a disclaimer,?100,1
1.03E+14,Md Haseb Hossain,These ads ran without a disclaimer,?100,1
5.58E+14,Anhui Travel,These ads ran without a disclaimer,?100,1
1.09E+14,bikerentalamritsar,These ads ran without a disclaimer,?100,1
1.25E+14,Preet Ludhiana,These ads ran without a disclaimer,?100,3
1.12E+14,Gajula Surya Prakash,These ads ran without a disclaimer,?100,1
1.05E+14,_premjeetkumar_,These ads ran without a disclaimer,?100,1
2.50E+14,Rana Singh,These ads ran without a disclaimer,?100,1
2.30E+14,Sananda Marndi,These ads ran without a disclaimer,?100,1
1.16E+14,himanshu_rajpoot_8951,These ads ran without a disclaimer,?100,2
1.57E+14,Prakash Maity,These ads ran without a disclaimer,?100,1
3.00E+14,TV9 Bharatvarsh,These ads ran without a disclaimer,?100,2
1.07E+14,ARIHANT JEWELLERS VARACHHA ROAD SURAT,These ads ran without a disclaimer,?100,1
1.16E+14,voiceof.rahul,These ads ran without a disclaimer,?100,2
2.55E+14,Nellore City- Vijaya Sai Reddy Vijayam Kosam,These ads ran without a disclaimer,?100,1
1.15E+14,Biri Joy Supporter Diyun-Bordumsa,These ads ran without a disclaimer,?100,1
2.78E+14,Amster Group Migration & Study Abroad,These ads ran without a disclaimer,?100,1
1.52E+14,sudeep_euturi,These ads ran without a disclaimer,?100,2
4.72E+14,PowaiLive,These ads ran without a disclaimer,?100,2
2.12E+14,Sponsored advertisement,Sponsored advertisement,?100,1
1.02E+14,????? ????,These ads ran without a disclaimer,?100,1
2.00E+15,???? ?????? ????????,These ads ran without a disclaimer,?100,1
1.87E+14,nimbus.ias,These ads ran without a disclaimer,?100,1
2.04E+14,???? ?????,These ads ran without a disclaimer,?100,1
1.13E+14,Onkar Singh Shrinet,These ads ran without a disclaimer,?100,1
1.04E+14,harikesh_ya21c_2222,These ads ran without a disclaimer,?100,1
2.15E+14,Huntu fouji,These ads ran without a disclaimer,?100,1
2.90E+14,Troquei,These ads ran without a disclaimer,?100,2
2.76E+14,appealfiling,These ads ran without a disclaimer,?100,1
1.03E+14,Maitry Buddhist Explorers,These ads ran without a disclaimer,?100,1
3.53E+14,E-Factor Experiences Ltd.,These ads ran without a disclaimer,?100,1
1.31E+14,Sadho The Band,These ads ran without a disclaimer,?100,3
1.93E+15,DrSeediri,These ads ran without a disclaimer,?100,1
1.28E+14,Gangadhar Talawar,These ads ran without a disclaimer,?100,1
1.02E+14,Sanatani Yuva Vahini,These ads ran without a disclaimer,?100,1
1.14E+14,Rishiraj Kaundinya,These ads ran without a disclaimer,?100,1
5.38E+14,Devendra Kumar Gautam - Guddu bhaiya,These ads ran without a disclaimer,?100,1
1.83E+14,Sat Prakash Rana,These ads ran without a disclaimer,?100,1
1.08E+14,Safiyar Ali,These ads ran without a disclaimer,?100,1
2.49E+14,old coin company Sahi process,These ads ran without a disclaimer,?100,1
2.52E+14,C3,These ads ran without a disclaimer,?100,1
1.03E+14,Asian Times TV,These ads ran without a disclaimer,?100,1
1.10E+14,Nitish Kumar,These ads ran without a disclaimer,?100,2
1.06E+14,Dasari Kiran,These ads ran without a disclaimer,?100,1
1.00E+14,Diet University,These ads ran without a disclaimer,?100,1
1.67E+14,Visit Japan From India,These ads ran without a disclaimer,?100,2
2.50E+14,kindnessforworld,These ads ran without a disclaimer,?100,1
1.10E+14,WRHM,These ads ran without a disclaimer,?100,1
3.20E+14,Bhartiya Attamnirbhar Kisaan,These ads ran without a disclaimer,?100,1
1.05E+14,Wonder Kids,These ads ran without a disclaimer,?100,1
1.69E+15,Anil Jain,These ads ran without a disclaimer,?100,2
1.06E+14,siddu_halleygowda,These ads ran without a disclaimer,?100,1
1.06E+14,Hira Singh Johal,These ads ran without a disclaimer,?100,2
2.06E+14,Old coin company sahi process contact buyer call me.8168844152,These ads ran without a disclaimer,?100,1
1.10E+14,Anjaan Aadmi Party,These ads ran without a disclaimer,?100,1
1.05E+14,Astrology Wazaif,These ads ran without a disclaimer,?100,1
2.86E+14,IKKU Business hub,These ads ran without a disclaimer,?100,1
1.07E+14,Prominent academy,These ads ran without a disclaimer,?100,3
3.51E+14,JYOTI MEDICO,These ads ran without a disclaimer,?100,1
1.11E+14,?????? ?? ?? ??? ????,These ads ran without a disclaimer,?100,1
1.04E+14,sangitasareecenter,These ads ran without a disclaimer,?100,2
1.10E+14,Parmi J S R,These ads ran without a disclaimer,?100,1
1.09E+14,NewsNet Kerala,These ads ran without a disclaimer,?100,1
1.10E+14,Ravie Jaswal,These ads ran without a disclaimer,?100,1
8.42E+14,Punjabi Fan Tiktok de ?????? ??? ?????? ??,These ads ran without a disclaimer,?100,1
3.23E+14,Carz Street- Ahmedabad,These ads ran without a disclaimer,?100,1
1.02E+14,U ME CAN,These ads ran without a disclaimer,?100,1
1.46E+15,Gudivada Gusagusalu,These ads ran without a disclaimer,?100,1
3.12E+14,Radhe Radhe,These ads ran without a disclaimer,?100,1
2.02E+14,Royal Opticians,These ads ran without a disclaimer,?100,2
1.13E+14,Prayaas Institute,These ads ran without a disclaimer,?100,1
2.14E+14,ipl.ticketseller,These ads ran without a disclaimer,?100,1
1.14E+14,Krishna Hero,These ads ran without a disclaimer,?100,1
3.27E+14,Old coin sell company,These ads ran without a disclaimer,?100,1
1.55E+14,Kanba Hospital,These ads ran without a disclaimer,?100,1
1.12E+14,Digital Kong,These ads ran without a disclaimer,?100,1
3.99E+14,lifology.com,These ads ran without a disclaimer,?100,1
1.61E+15,Kaafi U K,These ads ran without a disclaimer,?100,1
1.66E+14,ash_elec,These ads ran without a disclaimer,?100,1
1.18E+15,Indrajit Sawant Historian,Indrajit Sawant Historian,?100,1
1.69E+14,free_earning_king___,These ads ran without a disclaimer,?100,1
1.01E+14,Sushil Bahuguna,These ads ran without a disclaimer,?100,1
2.73E+14,hr_vizag_farms,These ads ran without a disclaimer,?100,1
2.54E+14,old coin selling company all india,These ads ran without a disclaimer,?100,2
1.89E+14,Muslim Sk,These ads ran without a disclaimer,?100,1
2.19E+14,Rakesh Kumar,These ads ran without a disclaimer,?100,2
1.13E+14,kattar_hindu__hai_hum_,These ads ran without a disclaimer,?100,2
6.95E+14,Chaudhary Chandragupt,These ads ran without a disclaimer,?100,1
1.02E+14,Samay Mirror,These ads ran without a disclaimer,?100,2
2.96E+14,Meena Ji,These ads ran without a disclaimer,?100,1
3.41E+14,???? ?????????????? - ??? ?c?d???,These ads ran without a disclaimer,?100,1
1.00E+14,gaurav__singh_11,These ads ran without a disclaimer,?100,1
5.61E+14,Anant Mandi,These ads ran without a disclaimer,?100,1
1.01E+14,Dnyanadeep Academy MPSC,These ads ran without a disclaimer,?100,1
2.09E+14,Crime Control Foundation,These ads ran without a disclaimer,?100,1
1.13E+15,Trading talks,These ads ran without a disclaimer,?100,1
